ORDERID;CUSTOMERID;PRODUCTID;QUANTITY;ORDERDATE;PRODUCTID;PRODUCTNAME;PRICE
1999;1010;2126;5;2023/09/15;2126;Product_2126;919
2000;1194;2066;1;2023/02/10;2066;Product_2066;1664
2001;1233;2137;3;2023/12/22;2137;Product_2137;704
2002;1053;2076;10;2023/07/03;2076;Product_2076;861
2003;1355;2013;3;2023/05/26;2013;Product_2013;1186
2004;1331;2150;10;2024/06/11;2150;Product_2150;1500
2005;1143;2015;1;2024/05/25;2015;Product_2015;214
2006;1022;2105;4;2024/11/24;2105;Product_2105;1284
2007;1167;2131;3;2024/01/12;2131;Product_2131;784
2008;1088;2179;7;2023/05/19;2179;Product_2179;154
2009;1251;2027;10;2023/03/29;2027;Product_2027;825
2010;1391;2094;5;2024/07/21;2094;Product_2094;404
2011;1209;2153;1;2024/05/05;2153;Product_2153;656
2012;1258;2084;8;2024/04/06;2084;Product_2084;1179
2013;1127;2095;4;2024/02/26;2095;Product_2095;1627
2014;1092;2178;4;2024/11/16;2178;Product_2178;1426
2015;1055;2198;2;2023/08/16;2198;Product_2198;554
2016;1205;2080;10;2023/12/04;2080;Product_2080;707
2017;1185;2064;10;2023/03/30;2064;Product_2064;742
2018;1140;2104;1;2024/09/02;2104;Product_2104;1680
2019;1020;2125;1;2024/10/09;2125;Product_2125;1552
2020;1350;2129;10;2023/02/12;2129;Product_2129;1770
2021;1075;2034;9;2024/06/20;2034;Product_2034;13
2022;1242;2195;2;2024/09/15;2195;Product_2195;1015
2023;1354;2037;4;2023/07/03;2037;Product_2037;1351
2024;1153;2047;5;2024/03/07;2047;Product_2047;255
2025;1275;2157;3;2024/04/14;2157;Product_2157;654
2026;1028;2197;2;2024/04/15;2197;Product_2197;1222
2027;1092;2098;4;2023/05/24;2098;Product_2098;1617
2028;1138;2191;9;2024/03/13;2191;Product_2191;609
2029;1294;2138;1;2024/08/14;2138;Product_2138;1203
2030;1322;2117;4;2023/07/03;2117;Product_2117;1427
2031;1232;2066;4;2023/11/14;2066;Product_2066;1664
2032;1070;2053;8;2023/12/07;2053;Product_2053;1746
2033;1313;2120;9;2024/08/28;2120;Product_2120;59
2034;1360;2190;2;2024/03/27;2190;Product_2190;1755
2035;1037;2142;8;2023/08/27;2142;Product_2142;634
2036;1210;2099;3;2023/07/18;2099;Product_2099;1674
2037;1148;2046;4;2024/11/15;2046;Product_2046;619
2038;1326;2143;2;2023/01/05;2143;Product_2143;1956
2039;1171;2081;8;2024/03/04;2081;Product_2081;1421
2040;1351;2060;10;2024/02/18;2060;Product_2060;103
2041;1024;2062;1;2024/03/08;2062;Product_2062;1837
2042;1197;2057;6;2024/07/31;2057;Product_2057;1152
2043;1398;2058;6;2024/08/09;2058;Product_2058;1767
2044;1107;2142;5;2023/01/18;2142;Product_2142;634
2045;1182;2086;7;2024/03/27;2086;Product_2086;1796
2046;1093;2123;10;2023/08/04;2123;Product_2123;1584
2047;1372;2152;5;2024/07/03;2152;Product_2152;251
2048;1020;2182;8;2024/02/16;2182;Product_2182;991
2049;1236;2034;2;2023/07/02;2034;Product_2034;13
2050;1137;2025;3;2024/09/23;2025;Product_2025;941
2051;1190;2007;8;2024/08/20;2007;Product_2007;156
2052;1399;2199;1;2024/07/12;2199;Product_2199;1923
2053;1367;2026;1;2024/05/15;2026;Product_2026;1299
2054;1235;2029;10;2024/06/08;2029;Product_2029;964
2055;1371;2135;9;2023/09/15;2135;Product_2135;1815
2056;1322;2177;2;2024/08/24;2177;Product_2177;1766
2057;1250;2095;5;2025/01/15;2095;Product_2095;1627
2058;1050;2166;5;2023/07/25;2166;Product_2166;1607
2059;1141;2035;2;2025/02/01;2035;Product_2035;1051
2060;1116;2015;5;2025/01/22;2015;Product_2015;214
2061;1340;2121;2;2023/07/17;2121;Product_2121;397
2062;1109;2004;9;2023/02/16;2004;Product_2004;1996
2063;1042;2195;4;2023/11/20;2195;Product_2195;1015
2064;1007;2168;10;2023/09/29;2168;Product_2168;1775
2065;1354;2004;8;2024/09/14;2004;Product_2004;1996
2066;1371;2033;7;2024/11/30;2033;Product_2033;1854
2067;1211;2020;7;2023/07/29;2020;Product_2020;311
2068;1154;2189;1;2023/11/01;2189;Product_2189;1620
2069;1291;2112;6;2023/01/20;2112;Product_2112;1937
2070;1162;2184;3;2023/12/07;2184;Product_2184;1565
2071;1371;2035;10;2023/04/01;2035;Product_2035;1051
2072;1270;2037;6;2024/12/23;2037;Product_2037;1351
2073;1283;2073;10;2023/11/26;2073;Product_2073;355
2074;1038;2030;3;2023/12/30;2030;Product_2030;225
2075;1398;2177;4;2023/07/04;2177;Product_2177;1766
2076;1299;2057;5;2023/04/18;2057;Product_2057;1152
2077;1269;2084;7;2024/07/05;2084;Product_2084;1179
2078;1002;2008;6;2023/03/17;2008;Product_2008;811
2079;1123;2170;7;2023/08/07;2170;Product_2170;1145
2080;1194;2096;10;2024/02/02;2096;Product_2096;958
2081;1269;2111;6;2023/07/06;2111;Product_2111;313
2082;1062;2106;9;2025/02/16;2106;Product_2106;1435
2083;1282;2016;8;2023/08/02;2016;Product_2016;1105
2084;1214;2060;9;2023/08/24;2060;Product_2060;103
2085;1302;2183;7;2024/01/06;2183;Product_2183;215
2086;1166;2076;2;2024/09/02;2076;Product_2076;861
2087;1270;2172;5;2023/11/11;2172;Product_2172;445
2088;1279;2085;7;2024/10/22;2085;Product_2085;574
2089;1077;2026;5;2024/08/20;2026;Product_2026;1299
2090;1337;2033;8;2023/07/25;2033;Product_2033;1854
2091;1325;2188;4;2023/11/26;2188;Product_2188;861
2092;1056;2032;3;2023/11/27;2032;Product_2032;754
2093;1053;2183;7;2023/06/12;2183;Product_2183;215
2094;1213;2085;10;2024/06/18;2085;Product_2085;574
2095;1122;2160;9;2025/03/01;2160;Product_2160;413
2096;1302;2025;5;2023/04/11;2025;Product_2025;941
2097;1369;2131;4;2025/01/30;2131;Product_2131;784
2098;1359;2008;6;2024/10/01;2008;Product_2008;811
2099;1294;2136;1;2024/01/20;2136;Product_2136;887
2100;1024;2098;4;2023/02/27;2098;Product_2098;1617
2101;1211;2050;5;2023/05/11;2050;Product_2050;1079
2102;1335;2073;5;2023/09/16;2073;Product_2073;355
2103;1157;2058;1;2025/01/30;2058;Product_2058;1767
2104;1330;2168;4;2024/08/04;2168;Product_2168;1775
2105;1361;2078;4;2023/10/28;2078;Product_2078;333
2106;1355;2162;6;2023/08/01;2162;Product_2162;978
2107;1160;2149;7;2023/06/01;2149;Product_2149;115
2108;1279;2106;10;2024/10/14;2106;Product_2106;1435
2109;1244;2169;7;2023/11/08;2169;Product_2169;430
2110;1381;2015;9;2024/10/13;2015;Product_2015;214
2111;1091;2142;5;2024/12/02;2142;Product_2142;634
2112;1326;2030;3;2023/08/15;2030;Product_2030;225
2113;1174;2009;7;2023/08/31;2009;Product_2009;342
2114;1242;2035;1;2024/04/09;2035;Product_2035;1051
2115;1239;2020;9;2024/04/09;2020;Product_2020;311
2116;1044;2036;1;2025/02/16;2036;Product_2036;1641
2117;1267;2109;6;2023/08/30;2109;Product_2109;1382
2118;1188;2032;1;2023/04/30;2032;Product_2032;754
2119;1005;2132;6;2024/06/13;2132;Product_2132;1422
2120;1173;2121;1;2025/02/15;2121;Product_2121;397
2121;1138;2064;2;2023/05/03;2064;Product_2064;742
2122;1298;2197;4;2023/05/08;2197;Product_2197;1222
2123;1253;2011;10;2023/03/18;2011;Product_2011;881
2124;1079;2018;1;2023/09/11;2018;Product_2018;1164
2125;1085;2110;5;2024/09/20;2110;Product_2110;1017
2126;1213;2117;5;2024/09/05;2117;Product_2117;1427
2127;1049;2094;6;2023/08/29;2094;Product_2094;404
2128;1354;2006;5;2023/09/30;2006;Product_2006;694
2129;1081;2026;3;2024/11/18;2026;Product_2026;1299
2130;1095;2003;3;2023/02/27;2003;Product_2003;1398
2131;1162;2148;4;2024/11/26;2148;Product_2148;774
2132;1332;2010;2;2024/02/18;2010;Product_2010;1864
2133;1069;2132;9;2023/12/13;2132;Product_2132;1422
2134;1021;2139;7;2024/02/24;2139;Product_2139;720
2135;1007;2071;1;2024/02/15;2071;Product_2071;317
2136;1355;2016;10;2024/02/11;2016;Product_2016;1105
2137;1055;2196;8;2024/11/26;2196;Product_2196;826
2138;1247;2066;1;2023/07/31;2066;Product_2066;1664
2139;1202;2056;1;2025/02/22;2056;Product_2056;1158
2140;1212;2172;4;2023/08/30;2172;Product_2172;445
2141;1081;2079;3;2024/05/23;2079;Product_2079;705
2142;1004;2044;5;2025/01/26;2044;Product_2044;148
2143;1029;2063;1;2024/11/22;2063;Product_2063;794
2144;1390;2155;3;2023/12/12;2155;Product_2155;1792
2145;1238;2152;8;2024/02/01;2152;Product_2152;251
2146;1113;2064;8;2023/03/03;2064;Product_2064;742
2147;1141;2062;1;2023/08/14;2062;Product_2062;1837
2148;1363;2090;8;2024/06/19;2090;Product_2090;1662
2149;1366;2011;3;2024/03/28;2011;Product_2011;881
2150;1048;2183;3;2024/07/15;2183;Product_2183;215
2151;1357;2040;3;2024/07/29;2040;Product_2040;1257
2152;1281;2170;4;2023/10/12;2170;Product_2170;1145
2153;1178;2092;7;2024/07/12;2092;Product_2092;1034
2154;1317;2052;1;2023/12/10;2052;Product_2052;1691
2155;1054;2081;2;2023/06/27;2081;Product_2081;1421
2156;1396;2094;2;2024/09/12;2094;Product_2094;404
2157;1101;2166;2;2023/04/19;2166;Product_2166;1607
2158;1186;2041;3;2024/05/31;2041;Product_2041;725
2159;1275;2001;3;2023/01/06;2001;Product_2001;833
2160;1218;2128;5;2024/03/12;2128;Product_2128;28
2161;1205;2155;2;2023/08/17;2155;Product_2155;1792
2162;1024;2015;6;2024/07/11;2015;Product_2015;214
2163;1106;2085;6;2024/02/07;2085;Product_2085;574
2164;1273;2006;5;2024/11/06;2006;Product_2006;694
2165;1095;2052;3;2025/01/14;2052;Product_2052;1691
2166;1097;2100;6;2024/05/30;2100;Product_2100;1995
2167;1306;2153;9;2025/02/05;2153;Product_2153;656
2168;1355;2165;5;2024/01/27;2165;Product_2165;733
2169;1136;2160;5;2025/01/02;2160;Product_2160;413
2170;1168;2130;8;2024/12/16;2130;Product_2130;1193
2171;1398;2171;5;2024/07/21;2171;Product_2171;76
2172;1105;2171;7;2023/10/18;2171;Product_2171;76
2173;1317;2157;4;2023/07/05;2157;Product_2157;654
2174;1246;2168;6;2024/04/03;2168;Product_2168;1775
2175;1026;2166;4;2025/01/17;2166;Product_2166;1607
2176;1002;2088;10;2024/08/20;2088;Product_2088;201
2177;1302;2167;3;2023/06/09;2167;Product_2167;61
2178;1025;2015;3;2024/04/21;2015;Product_2015;214
2179;1358;2054;5;2024/10/24;2054;Product_2054;620
2180;1249;2001;3;2023/07/19;2001;Product_2001;833
2181;1290;2059;3;2024/06/16;2059;Product_2059;1278
2182;1378;2062;7;2024/05/19;2062;Product_2062;1837
2183;1026;2037;6;2024/09/18;2037;Product_2037;1351
2184;1331;2142;4;2023/03/14;2142;Product_2142;634
2185;1375;2174;4;2024/05/09;2174;Product_2174;244
2186;1105;2109;3;2024/12/11;2109;Product_2109;1382
2187;1269;2105;9;2023/08/14;2105;Product_2105;1284
2188;1023;2011;1;2023/08/28;2011;Product_2011;881
2189;1378;2092;1;2025/01/20;2092;Product_2092;1034
2190;1316;2093;5;2024/03/19;2093;Product_2093;915
2191;1153;2004;5;2023/06/20;2004;Product_2004;1996
2192;1219;2108;5;2023/09/05;2108;Product_2108;318
2193;1111;2109;3;2024/02/07;2109;Product_2109;1382
2194;1159;2189;10;2024/10/29;2189;Product_2189;1620
2195;1278;2174;6;2024/12/07;2174;Product_2174;244
2196;1161;2082;10;2023/12/09;2082;Product_2082;500
2197;1236;2147;6;2024/04/19;2147;Product_2147;1374
2198;1172;2164;9;2023/02/04;2164;Product_2164;1260
2199;1283;2108;8;2024/11/13;2108;Product_2108;318
2200;1218;2128;6;2024/07/09;2128;Product_2128;28
2201;1320;2059;7;2024/03/31;2059;Product_2059;1278
2202;1005;2085;2;2025/02/22;2085;Product_2085;574
2203;1095;2148;9;2024/06/28;2148;Product_2148;774
2204;1171;2044;3;2024/08/07;2044;Product_2044;148
2205;1194;2003;8;2024/10/15;2003;Product_2003;1398
2206;1386;2002;6;2023/11/08;2002;Product_2002;1558
2207;1351;2075;4;2024/10/05;2075;Product_2075;667
2208;1123;2108;2;2024/05/19;2108;Product_2108;318
2209;1104;2186;9;2024/03/27;2186;Product_2186;1266
2210;1379;2018;5;2024/09/15;2018;Product_2018;1164
2211;1014;2001;3;2023/10/26;2001;Product_2001;833
2212;1334;2012;10;2024/11/17;2012;Product_2012;129
2213;1399;2200;6;2024/06/10;2200;Product_2200;330
2214;1003;2055;5;2024/07/30;2055;Product_2055;834
2215;1204;2168;4;2023/10/10;2168;Product_2168;1775
2216;1195;2136;9;2023/06/07;2136;Product_2136;887
2217;1318;2100;8;2024/09/22;2100;Product_2100;1995
2218;1289;2055;8;2024/06/09;2055;Product_2055;834
2219;1225;2137;2;2023/01/03;2137;Product_2137;704
2220;1268;2190;10;2023/08/13;2190;Product_2190;1755
2221;1181;2017;1;2023/12/22;2017;Product_2017;1688
2222;1224;2134;6;2023/09/02;2134;Product_2134;686
2223;1041;2175;3;2024/05/14;2175;Product_2175;44
2224;1261;2027;6;2023/08/20;2027;Product_2027;825
2225;1077;2080;9;2024/06/22;2080;Product_2080;707
2226;1305;2152;3;2023/04/23;2152;Product_2152;251
2227;1226;2106;6;2024/03/04;2106;Product_2106;1435
2228;1201;2130;1;2023/06/14;2130;Product_2130;1193
2229;1213;2077;5;2024/05/22;2077;Product_2077;538
2230;1016;2125;8;2024/03/15;2125;Product_2125;1552
2231;1119;2193;6;2023/01/25;2193;Product_2193;1281
2232;1029;2102;3;2023/09/18;2102;Product_2102;252
2233;1157;2158;3;2023/09/19;2158;Product_2158;1690
2234;1316;2127;8;2024/04/05;2127;Product_2127;94
2235;1054;2049;9;2023/10/19;2049;Product_2049;1904
2236;1296;2038;2;2023/08/10;2038;Product_2038;140
2237;1381;2116;7;2023/10/13;2116;Product_2116;1160
2238;1220;2167;2;2024/05/26;2167;Product_2167;61
2239;1065;2102;4;2024/06/30;2102;Product_2102;252
2240;1210;2197;8;2025/02/28;2197;Product_2197;1222
2241;1168;2080;2;2023/08/13;2080;Product_2080;707
2242;1332;2134;4;2023/08/17;2134;Product_2134;686
2243;1072;2028;5;2023/07/12;2028;Product_2028;1691
2244;1286;2050;1;2024/12/06;2050;Product_2050;1079
2245;1172;2166;8;2023/11/26;2166;Product_2166;1607
2246;1163;2152;7;2024/12/09;2152;Product_2152;251
2247;1118;2071;8;2024/08/18;2071;Product_2071;317
2248;1138;2094;3;2023/08/02;2094;Product_2094;404
2249;1347;2078;2;2023/12/24;2078;Product_2078;333
2250;1036;2053;8;2024/12/05;2053;Product_2053;1746
2251;1054;2019;10;2024/03/19;2019;Product_2019;1548
2252;1084;2158;2;2023/07/01;2158;Product_2158;1690
2253;1301;2108;5;2024/03/16;2108;Product_2108;318
2254;1329;2081;7;2023/03/19;2081;Product_2081;1421
2255;1181;2008;10;2024/03/11;2008;Product_2008;811
2256;1241;2082;1;2023/01/08;2082;Product_2082;500
2257;1329;2020;6;2024/04/23;2020;Product_2020;311
2258;1125;2020;1;2025/02/10;2020;Product_2020;311
2259;1220;2014;8;2025/02/24;2014;Product_2014;522
2260;1034;2025;7;2023/06/08;2025;Product_2025;941
2261;1205;2133;9;2024/05/31;2133;Product_2133;75
2262;1313;2042;8;2024/03/31;2042;Product_2042;202
2263;1272;2149;10;2023/10/02;2149;Product_2149;115
2264;1065;2192;2;2023/09/17;2192;Product_2192;868
2265;1354;2030;10;2023/03/15;2030;Product_2030;225
2266;1331;2068;9;2023/10/19;2068;Product_2068;1395
2267;1337;2087;9;2024/12/19;2087;Product_2087;767
2268;1158;2062;4;2025/01/28;2062;Product_2062;1837
2269;1248;2168;3;2023/01/06;2168;Product_2168;1775
2270;1029;2184;1;2023/05/01;2184;Product_2184;1565
2271;1168;2151;3;2023/05/01;2151;Product_2151;418
2272;1281;2023;4;2024/03/27;2023;Product_2023;1465
2273;1206;2041;7;2024/04/27;2041;Product_2041;725
2274;1186;2147;5;2024/06/26;2147;Product_2147;1374
2275;1047;2199;6;2023/12/28;2199;Product_2199;1923
2276;1362;2057;7;2025/01/19;2057;Product_2057;1152
2277;1094;2155;1;2023/05/01;2155;Product_2155;1792
2278;1178;2135;2;2023/01/11;2135;Product_2135;1815
2279;1103;2046;5;2024/10/22;2046;Product_2046;619
2280;1189;2001;7;2024/09/27;2001;Product_2001;833
2281;1363;2056;4;2023/02/26;2056;Product_2056;1158
2282;1176;2007;10;2024/11/30;2007;Product_2007;156
2283;1082;2043;6;2023/05/20;2043;Product_2043;1947
2284;1077;2175;1;2024/04/23;2175;Product_2175;44
2285;1184;2184;6;2024/04/21;2184;Product_2184;1565
2286;1110;2192;7;2023/07/22;2192;Product_2192;868
2287;1089;2083;9;2023/09/25;2083;Product_2083;1040
2288;1002;2062;5;2024/11/09;2062;Product_2062;1837
2289;1303;2116;2;2023/01/21;2116;Product_2116;1160
2290;1083;2064;3;2024/03/20;2064;Product_2064;742
2291;1002;2005;1;2024/11/01;2005;Product_2005;1146
2292;1388;2096;5;2023/11/02;2096;Product_2096;958
2293;1119;2186;6;2023/03/05;2186;Product_2186;1266
2294;1195;2001;1;2023/09/21;2001;Product_2001;833
2295;1011;2003;4;2023/11/10;2003;Product_2003;1398
2296;1172;2156;2;2024/01/01;2156;Product_2156;541
2297;1124;2048;10;2023/12/08;2048;Product_2048;1270
2298;1261;2137;10;2024/03/03;2137;Product_2137;704
2299;1286;2191;10;2024/04/26;2191;Product_2191;609
2300;1034;2147;3;2023/01/20;2147;Product_2147;1374
2301;1145;2106;1;2024/09/17;2106;Product_2106;1435
2302;1130;2025;1;2025/01/18;2025;Product_2025;941
2303;1294;2081;1;2023/09/10;2081;Product_2081;1421
2304;1071;2172;10;2024/08/02;2172;Product_2172;445
2305;1190;2066;7;2024/01/21;2066;Product_2066;1664
2306;1176;2094;6;2023/11/23;2094;Product_2094;404
2307;1107;2043;9;2024/04/19;2043;Product_2043;1947
2308;1004;2089;4;2025/01/22;2089;Product_2089;1466
2309;1378;2096;2;2023/12/04;2096;Product_2096;958
2310;1143;2046;2;2023/02/27;2046;Product_2046;619
2311;1088;2079;9;2023/02/18;2079;Product_2079;705
2312;1363;2180;1;2023/01/02;2180;Product_2180;1880
2313;1345;2135;8;2024/08/04;2135;Product_2135;1815
2314;1371;2171;2;2023/01/26;2171;Product_2171;76
2315;1179;2098;7;2024/09/21;2098;Product_2098;1617
2316;1279;2129;2;2023/02/05;2129;Product_2129;1770
2317;1350;2152;8;2023/04/26;2152;Product_2152;251
2318;1154;2082;3;2024/05/18;2082;Product_2082;500
2319;1079;2044;4;2023/10/27;2044;Product_2044;148
2320;1017;2018;8;2024/03/10;2018;Product_2018;1164
2321;1209;2068;4;2023/08/24;2068;Product_2068;1395
2322;1372;2190;10;2023/08/25;2190;Product_2190;1755
2323;1373;2052;1;2025/02/21;2052;Product_2052;1691
2324;1185;2151;10;2023/11/15;2151;Product_2151;418
2325;1120;2045;3;2025/01/02;2045;Product_2045;207
2326;1247;2080;3;2023/10/11;2080;Product_2080;707
2327;1347;2125;9;2023/10/08;2125;Product_2125;1552
2328;1022;2033;2;2025/01/19;2033;Product_2033;1854
2329;1253;2199;10;2024/05/11;2199;Product_2199;1923
2330;1268;2112;1;2025/02/05;2112;Product_2112;1937
2331;1125;2034;6;2025/01/05;2034;Product_2034;13
2332;1363;2053;4;2023/09/27;2053;Product_2053;1746
2333;1221;2087;3;2024/04/28;2087;Product_2087;767
2334;1158;2093;1;2023/03/27;2093;Product_2093;915
2335;1220;2050;6;2023/06/09;2050;Product_2050;1079
2336;1025;2200;10;2023/05/16;2200;Product_2200;330
2337;1072;2189;3;2023/10/05;2189;Product_2189;1620
2338;1131;2196;5;2023/03/24;2196;Product_2196;826
2339;1362;2187;5;2024/07/21;2187;Product_2187;866
2340;1172;2091;8;2023/12/24;2091;Product_2091;563
2341;1379;2016;4;2024/05/08;2016;Product_2016;1105
2342;1261;2020;9;2023/11/22;2020;Product_2020;311
2343;1200;2039;8;2024/11/05;2039;Product_2039;237
2344;1331;2114;1;2023/08/31;2114;Product_2114;986
2345;1032;2102;4;2024/05/08;2102;Product_2102;252
2346;1365;2080;7;2025/01/19;2080;Product_2080;707
2347;1254;2135;8;2023/03/25;2135;Product_2135;1815
2348;1163;2162;5;2024/07/05;2162;Product_2162;978
2349;1196;2014;3;2024/01/16;2014;Product_2014;522
2350;1189;2160;5;2024/02/24;2160;Product_2160;413
2351;1019;2020;2;2023/07/21;2020;Product_2020;311
2352;1185;2050;7;2024/12/19;2050;Product_2050;1079
2353;1104;2151;7;2025/01/05;2151;Product_2151;418
2354;1370;2179;7;2025/02/19;2179;Product_2179;154
2355;1250;2033;4;2024/09/01;2033;Product_2033;1854
2356;1043;2009;10;2025/02/04;2009;Product_2009;342
2357;1369;2085;10;2023/11/30;2085;Product_2085;574
2358;1009;2032;10;2024/01/05;2032;Product_2032;754
2359;1219;2149;2;2023/07/30;2149;Product_2149;115
2360;1188;2178;1;2024/07/18;2178;Product_2178;1426
2361;1302;2193;6;2024/04/15;2193;Product_2193;1281
2362;1092;2134;2;2024/08/18;2134;Product_2134;686
2363;1205;2094;5;2024/12/07;2094;Product_2094;404
2364;1234;2189;10;2023/12/01;2189;Product_2189;1620
2365;1305;2009;1;2023/06/17;2009;Product_2009;342
2366;1296;2191;3;2023/11/21;2191;Product_2191;609
2367;1187;2091;4;2023/04/11;2091;Product_2091;563
2368;1207;2007;8;2024/11/17;2007;Product_2007;156
2369;1331;2067;2;2023/07/04;2067;Product_2067;832
2370;1138;2037;5;2024/05/14;2037;Product_2037;1351
2371;1375;2096;10;2023/06/17;2096;Product_2096;958
2372;1303;2076;2;2025/01/02;2076;Product_2076;861
2373;1311;2188;8;2023/10/11;2188;Product_2188;861
2374;1092;2023;2;2024/05/31;2023;Product_2023;1465
2375;1129;2129;1;2023/09/08;2129;Product_2129;1770
2376;1256;2027;1;2024/07/22;2027;Product_2027;825
2377;1109;2191;2;2023/05/22;2191;Product_2191;609
2378;1211;2152;3;2025/01/12;2152;Product_2152;251
2379;1398;2147;5;2023/01/16;2147;Product_2147;1374
2380;1360;2050;8;2024/05/19;2050;Product_2050;1079
2381;1065;2018;7;2023/08/06;2018;Product_2018;1164
2382;1260;2028;3;2024/03/11;2028;Product_2028;1691
2383;1036;2006;2;2023/06/09;2006;Product_2006;694
2384;1270;2014;2;2024/06/25;2014;Product_2014;522
2385;1333;2043;4;2023/08/04;2043;Product_2043;1947
2386;1346;2129;2;2024/08/11;2129;Product_2129;1770
2387;1053;2028;10;2024/01/13;2028;Product_2028;1691
2388;1115;2158;5;2025/01/26;2158;Product_2158;1690
2389;1218;2081;8;2023/04/14;2081;Product_2081;1421
2390;1006;2192;2;2024/08/04;2192;Product_2192;868
2391;1382;2123;5;2024/08/14;2123;Product_2123;1584
2392;1186;2194;2;2023/05/06;2194;Product_2194;1907
2393;1248;2147;10;2023/02/15;2147;Product_2147;1374
2394;1332;2068;6;2024/06/17;2068;Product_2068;1395
2395;1148;2101;2;2024/10/08;2101;Product_2101;1847
2396;1389;2053;10;2023/06/15;2053;Product_2053;1746
2397;1296;2008;4;2024/10/02;2008;Product_2008;811
2398;1386;2072;4;2024/06/21;2072;Product_2072;1042
2399;1294;2149;4;2024/08/17;2149;Product_2149;115
2400;1020;2113;2;2023/10/16;2113;Product_2113;458
2401;1118;2180;9;2024/04/27;2180;Product_2180;1880
2402;1196;2148;3;2023/01/20;2148;Product_2148;774
2403;1325;2114;2;2023/10/03;2114;Product_2114;986
2404;1392;2161;8;2024/08/09;2161;Product_2161;667
2405;1363;2199;3;2024/08/23;2199;Product_2199;1923
2406;1166;2044;1;2024/12/09;2044;Product_2044;148
2407;1375;2039;3;2024/07/17;2039;Product_2039;237
2408;1137;2167;9;2023/05/03;2167;Product_2167;61
2409;1107;2018;9;2023/06/08;2018;Product_2018;1164
2410;1274;2074;10;2024/11/12;2074;Product_2074;485
2411;1341;2004;7;2023/04/08;2004;Product_2004;1996
2412;1090;2170;3;2025/01/24;2170;Product_2170;1145
2413;1155;2039;8;2024/08/06;2039;Product_2039;237
2414;1086;2192;7;2024/08/26;2192;Product_2192;868
2415;1194;2102;2;2025/01/01;2102;Product_2102;252
2416;1289;2155;9;2025/01/27;2155;Product_2155;1792
2417;1350;2084;3;2024/02/22;2084;Product_2084;1179
2418;1392;2144;1;2023/01/29;2144;Product_2144;1284
2419;1174;2088;5;2025/02/27;2088;Product_2088;201
2420;1128;2017;2;2024/09/04;2017;Product_2017;1688
2421;1209;2049;7;2024/05/18;2049;Product_2049;1904
2422;1258;2145;2;2023/11/08;2145;Product_2145;1337
2423;1131;2108;10;2023/01/20;2108;Product_2108;318
2424;1340;2053;4;2023/08/24;2053;Product_2053;1746
2425;1354;2166;1;2024/12/02;2166;Product_2166;1607
2426;1099;2082;4;2023/01/13;2082;Product_2082;500
2427;1025;2013;6;2024/06/02;2013;Product_2013;1186
2428;1169;2163;6;2024/04/17;2163;Product_2163;85
2429;1079;2095;8;2023/11/17;2095;Product_2095;1627
2430;1017;2004;1;2024/05/16;2004;Product_2004;1996
2431;1046;2019;8;2024/07/04;2019;Product_2019;1548
2432;1023;2010;1;2023/10/27;2010;Product_2010;1864
2433;1188;2005;9;2025/01/21;2005;Product_2005;1146
2434;1207;2071;2;2024/02/25;2071;Product_2071;317
2435;1107;2098;4;2023/11/15;2098;Product_2098;1617
2436;1091;2193;7;2024/05/31;2193;Product_2193;1281
2437;1320;2035;9;2024/10/14;2035;Product_2035;1051
2438;1349;2003;10;2024/07/29;2003;Product_2003;1398
2439;1245;2003;4;2023/11/08;2003;Product_2003;1398
2440;1121;2031;4;2024/05/23;2031;Product_2031;693
2441;1217;2156;10;2024/12/10;2156;Product_2156;541
2442;1028;2076;6;2023/10/21;2076;Product_2076;861
2443;1056;2197;3;2023/11/30;2197;Product_2197;1222
2444;1141;2167;10;2023/11/29;2167;Product_2167;61
2445;1199;2032;8;2024/04/27;2032;Product_2032;754
2446;1326;2108;8;2023/05/13;2108;Product_2108;318
2447;1247;2021;7;2023/05/29;2021;Product_2021;657
2448;1256;2174;4;2023/07/23;2174;Product_2174;244
2449;1023;2152;7;2023/06/30;2152;Product_2152;251
2450;1278;2192;6;2023/06/16;2192;Product_2192;868
2451;1338;2058;4;2023/05/24;2058;Product_2058;1767
2452;1321;2147;10;2024/04/01;2147;Product_2147;1374
2453;1140;2156;9;2024/07/03;2156;Product_2156;541
2454;1058;2160;10;2023/01/22;2160;Product_2160;413
2455;1106;2113;4;2023/08/24;2113;Product_2113;458
2456;1081;2048;9;2023/07/06;2048;Product_2048;1270
2457;1309;2054;6;2024/03/11;2054;Product_2054;620
2458;1318;2183;10;2023/04/10;2183;Product_2183;215
2459;1133;2045;8;2024/12/21;2045;Product_2045;207
2460;1156;2120;9;2024/08/03;2120;Product_2120;59
2461;1389;2078;3;2023/08/21;2078;Product_2078;333
2462;1157;2018;6;2024/11/14;2018;Product_2018;1164
2463;1095;2058;1;2023/09/13;2058;Product_2058;1767
2464;1117;2074;2;2023/05/16;2074;Product_2074;485
2465;1155;2071;2;2024/06/03;2071;Product_2071;317
2466;1210;2084;5;2023/04/30;2084;Product_2084;1179
2467;1322;2030;4;2023/10/09;2030;Product_2030;225
2468;1228;2044;8;2023/09/01;2044;Product_2044;148
2469;1181;2149;5;2023/09/25;2149;Product_2149;115
2470;1359;2118;3;2023/12/19;2118;Product_2118;328
2471;1372;2153;3;2024/07/07;2153;Product_2153;656
